"","...1","Invoice","StockCode","Description","Quantity","InvoiceDate","Price","Customer.ID","Country","Revenue","dayDifference","month","week","year","day","weekday"
"9622",9622,523302,"22672","FRENCH BATHROOM SIGN BLUE METAL",12,2010-09-21,1.65,"14911","EIRE",19.8,5519,"Sep",38,2010,21,"Tuesday"
"9623",9623,566860,"21922","UNION STRIPE WITH FRINGE  HAMMOCK",1,2011-09-15,7.95,"17002","United Kingdom",7.95,5160,"Sep",37,2011,15,"Thursday"
"9624",9624,575041,"23395","BELLE JARDINIERE CUSHION COVER",12,2011-11-08,3.75,"17289","United Kingdom",45,5106,"Nov",45,2011,8,"Tuesday"
"9625",9625,494239,"21482","MUSHROOM BLUE HOT WATER BOTTLE",2,2010-01-12,2.95,"14081","United Kingdom",5.9,5771,"Jan",2,2010,12,"Tuesday"
"9626",9626,495102,"22200","FRYING PAN PINK POLKADOT",1,2010-01-21,4.25,"15547","United Kingdom",4.25,5762,"Jan",3,2010,21,"Thursday"
"9627",9627,504412,"22357","KINGS CHOICE BISCUIT TIN",3,2010-04-13,4.25,"16940","United Kingdom",12.75,5680,"Apr",15,2010,13,"Tuesday"
"9628",9628,579176,"85123A","WHITE HANGING HEART T-LIGHT HOLDER",32,2011-11-28,2.55,"13950","United Kingdom",81.6,5086,"Nov",48,2011,28,"Monday"
"9629",9629,581478,"23530","WALL ART ONLY ONE PERSON",12,2011-12-09,4.95,"17364","United Kingdom",59.4,5075,"Dec",49,2011,9,"Friday"
"9630",9630,566976,"84991","60 TEATIME FAIRY CAKE CASES",24,2011-09-16,0.55,"15382","United Kingdom",13.2,5159,"Sep",37,2011,16,"Friday"
"9631",9631,500234,"22356","CHARLOTTE BAG , PINK/WHITE SPOTS",10,2010-03-05,0.85,"17841","United Kingdom",8.5,5719,"Mar",10,2010,5,"Friday"
"9632",9632,562912,"15056BL","EDWARDIAN PARASOL BLACK",2,2011-08-10,5.95,"15311","United Kingdom",11.9,5196,"Aug",32,2011,10,"Wednesday"
"9633",9633,536743,"16012","FOOD/DRINK SPONGE STICKERS",24,2010-12-02,0.21,"17964","United Kingdom",5.04,5447,"Dec",48,2010,2,"Thursday"
"9634",9634,554286,"23053","RECYCLED ACAPULCO MAT PINK",2,2011-05-23,8.25,"17686","United Kingdom",16.5,5275,"May",21,2011,23,"Monday"
"9635",9635,541848,"21791","VINTAGE HEADS AND TAILS CARD GAME",2,2011-01-23,1.25,"17611","United Kingdom",2.5,5395,"Jan",4,2011,23,"Sunday"
"9636",9636,525764,"21116","OWL DOORSTOP",3,2010-10-07,4.95,"12511","Greece",14.85,5503,"Oct",40,2010,7,"Thursday"
"9637",9637,517549,"20974","12 PENCILS SMALL TUBE SKULL",3,2010-07-29,0.65,"16782","United Kingdom",1.95,5573,"Jul",30,2010,29,"Thursday"
"9638",9638,580553,"23304","SET 4 PICNIC CUTLERY CHERRY",12,2011-12-05,1.95,"12646","USA",23.4,5079,"Dec",49,2011,5,"Monday"
"9639",9639,546684,"22191","IVORY DINER WALL CLOCK",2,2011-03-16,8.5,"16152","United Kingdom",17,5343,"Mar",11,2011,16,"Wednesday"
"9640",9640,566195,"35637C","PINK STRING CURTAIN WITH POLE",6,2011-09-09,1.95,"12433","Norway",11.7,5166,"Sep",36,2011,9,"Friday"
"9641",9641,572035,"23076","ICE CREAM SUNDAE LIP GLOSS",240,2011-10-20,1.04,"14646","Netherlands",249.6,5125,"Oct",42,2011,20,"Thursday"
"9642",9642,491207,"90214K","LETTER ""K"" BLING KEY RING",1,2009-12-10,1.25,"17884","United Kingdom",1.25,5804,"Dec",50,2009,10,"Thursday"
"9643",9643,567656,"37500","TEA TIME TEAPOT IN GIFT BOX",2,2011-09-21,8.29,"14096","United Kingdom",16.58,5154,"Sep",38,2011,21,"Wednesday"
"9644",9644,578620,"84992","72 SWEETHEART FAIRY CAKE CASES",1,2011-11-24,0.55,"17247","United Kingdom",0.55,5090,"Nov",47,2011,24,"Thursday"
"9645",9645,565618,"10080","GROOVY CACTUS INFLATABLE",12,2011-09-05,0.39,"15974","United Kingdom",4.68,5170,"Sep",36,2011,5,"Monday"
"9646",9646,569330,"22757","LARGE RED BABUSHKA NOTEBOOK",2,2011-10-03,1.25,"15311","United Kingdom",2.5,5142,"Oct",40,2011,3,"Monday"
"9647",9647,576655,"23355","HOT WATER BOTTLE KEEP CALM",8,2011-11-16,4.95,"15687","United Kingdom",39.6,5098,"Nov",46,2011,16,"Wednesday"
"9648",9648,552005,"21786","POLKADOT RAIN HAT",24,2011-05-05,0.42,"15491","United Kingdom",10.08,5293,"May",18,2011,5,"Thursday"
"9649",9649,532044,"21481","FAWN BLUE HOT WATER BOTTLE",1,2010-11-10,2.95,"14606","United Kingdom",2.95,5469,"Nov",45,2010,10,"Wednesday"
"9650",9650,533369,"20685","DOORMAT RED RETROSPOT",2,2010-11-17,7.95,"16835","United Kingdom",15.9,5462,"Nov",46,2010,17,"Wednesday"
"9651",9651,500459,"22487","WHITE WOOD GARDEN PLANT LADDER",1,2010-03-08,9.95,"13004","United Kingdom",9.95,5716,"Mar",10,2010,8,"Monday"
"9652",9652,497894,"21272","SALLE DE BAIN HOOK",12,2010-02-14,1.25,"15425","United Kingdom",15,5738,"Feb",7,2010,14,"Sunday"
"9653",9653,494634,"84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,2010-01-15,0.21,"15489","United Kingdom",10.08,5768,"Jan",3,2010,15,"Friday"
"9654",9654,576076,"22139","RETROSPOT TEA SET CERAMIC 11 PC",1,2011-11-13,4.95,"14382","United Kingdom",4.95,5101,"Nov",46,2011,13,"Sunday"
"9655",9655,496946,"84050","PINK HEART SHAPE EGG FRYING PAN",6,2010-02-04,1.65,"14307","United Kingdom",9.9,5748,"Feb",5,2010,4,"Thursday"
"9656",9656,490294,"21818","GLITTER CHRISTMAS HEART",10,2009-12-04,0.85,"16710","United Kingdom",8.5,5810,"Dec",49,2009,4,"Friday"
"9657",9657,527658,"20963","APPLE BATH SPONGE",10,2010-10-18,1.25,"13079","United Kingdom",12.5,5492,"Oct",42,2010,18,"Monday"
"9658",9658,546944,"84459B","YELLOW METAL CHICKEN HEART",3,2011-03-18,1.49,"14701","United Kingdom",4.47,5341,"Mar",11,2011,18,"Friday"
"9659",9659,545053,"22035","VINTAGE CARAVAN GREETING CARD",12,2011-02-27,0.42,"17516","United Kingdom",5.04,5360,"Feb",9,2011,27,"Sunday"
"9660",9660,537204,"22713","CARD I LOVE LONDON",12,2010-12-05,0.42,"15555","United Kingdom",5.04,5444,"Dec",49,2010,5,"Sunday"
"9661",9661,556714,"22384","LUNCH BAG PINK POLKADOT",100,2011-06-14,1.45,"14680","United Kingdom",145,5253,"Jun",24,2011,14,"Tuesday"
"9662",9662,518086,"21676","FLOWERS  STICKERS",24,2010-08-04,0.38,"16722","United Kingdom",9.12,5567,"Aug",31,2010,4,"Wednesday"
"9663",9663,559887,"22670","FRENCH WC SIGN BLUE METAL",2,2011-07-13,1.25,"13263","United Kingdom",2.5,5224,"Jul",28,2011,13,"Wednesday"
"9664",9664,527286,"22698","PINK REGENCY TEACUP AND SAUCER",6,2010-10-15,2.95,"12987","United Kingdom",17.7,5495,"Oct",42,2010,15,"Friday"
"9665",9665,534517,"20675","BLUE POLKADOT BOWL",8,2010-11-23,1.25,"16229","United Kingdom",10,5456,"Nov",47,2010,23,"Tuesday"
"9666",9666,539630,"21485","RETROSPOT HEART HOT WATER BOTTLE",24,2010-12-20,4.25,"17230","United Kingdom",102,5429,"Dec",51,2010,20,"Monday"
"9667",9667,514499,"84520B","PACK 20 ENGLISH ROSE PAPER NAPKINS",6,2010-07-04,0.85,"14896","United Kingdom",5.1,5598,"Jul",27,2010,4,"Sunday"
"9668",9668,498348,"22021","BLUE FELT EASTER EGG BASKET",6,2010-02-18,1.65,"18172","United Kingdom",9.9,5734,"Feb",7,2010,18,"Thursday"
"9669",9669,574738,"21452","TOADSTOOL MONEY BOX",4,2011-11-06,2.95,"12748","United Kingdom",11.8,5108,"Nov",45,2011,6,"Sunday"
"9670",9670,551717,"85049G","CHOCOLATE BOX RIBBONS",2,2011-05-03,1.25,"13263","United Kingdom",2.5,5295,"May",18,2011,3,"Tuesday"
"9671",9671,539112,"21166","COOK WITH WINE METAL SIGN",12,2010-12-16,1.95,"13468","United Kingdom",23.4,5433,"Dec",50,2010,16,"Thursday"
"9672",9672,569521,"21914","BLUE HARMONICA IN BOX",1,2011-10-04,1.25,"16474","United Kingdom",1.25,5141,"Oct",40,2011,4,"Tuesday"
"9673",9673,550997,"21096","SET/6 FRUIT SALAD  PAPER PLATES",24,2011-04-26,0.39,"17735","United Kingdom",9.36,5302,"Apr",17,2011,26,"Tuesday"
"9674",9674,556497,"22029","SPACEBOY BIRTHDAY CARD",12,2011-06-12,0.42,"15271","United Kingdom",5.04,5255,"Jun",24,2011,12,"Sunday"
"9675",9675,579399,"79066K","RETRO MOD TRAY",1,2011-11-29,0.85,"13137","United Kingdom",0.85,5085,"Nov",48,2011,29,"Tuesday"
"9676",9676,529841,"22083","PAPER CHAIN KIT RETROSPOT",12,2010-10-31,2.95,"14918","United Kingdom",35.4,5479,"Oct",44,2010,31,"Sunday"
"9677",9677,504838,"20713","JUMBO BAG OWLS",20,2010-04-16,1.95,"15078","United Kingdom",39,5677,"Apr",16,2010,16,"Friday"
"9678",9678,503245,"21777","RECIPE BOX WITH METAL HEART",2,2010-03-31,7.95,"15216","United Kingdom",15.9,5693,"Mar",13,2010,31,"Wednesday"
"9679",9679,505975,"21937","STRAWBERRY   PICNIC BAG",5,2010-04-27,2.95,"13037","United Kingdom",14.75,5666,"Apr",17,2010,27,"Tuesday"
"9680",9680,506706,"48188","DOOR MAT WELCOME PUPPIES",1,2010-05-02,7.49,"16549","United Kingdom",7.49,5661,"May",18,2010,2,"Sunday"
"9681",9681,513021,"22508","DOORSTOP RETROSPOT HEART",2,2010-06-21,3.75,"16815","United Kingdom",7.5,5611,"Jun",25,2010,21,"Monday"
"9682",9682,548869,"82494L","WOODEN FRAME ANTIQUE WHITE",1,2011-04-04,2.95,"17114","United Kingdom",2.95,5324,"Apr",14,2011,4,"Monday"
"9683",9683,546640,"22726","ALARM CLOCK BAKELIKE GREEN",8,2011-03-15,3.75,"14092","United Kingdom",30,5344,"Mar",11,2011,15,"Tuesday"
"9684",9684,553206,"71459","HANGING JAM JAR T-LIGHT HOLDER",96,2011-05-16,0.72,"14156","EIRE",69.12,5282,"May",20,2011,16,"Monday"
"9685",9685,490479,"21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,2009-12-06,0.55,"16779","United Kingdom",13.2,5808,"Dec",49,2009,6,"Sunday"
"9686",9686,549833,"22040","BOTANICAL ROSE GIFT WRAP",25,2011-04-12,0.42,"13458","United Kingdom",10.5,5316,"Apr",15,2011,12,"Tuesday"
"9687",9687,512724,"22644","CERAMIC CHERRY CAKE MONEY BANK",4,2010-06-17,1.45,"16743","United Kingdom",5.8,5615,"Jun",24,2010,17,"Thursday"
"9688",9688,525071,"22950","36 DOILIES VINTAGE CHRISTMAS",12,2010-10-03,1.45,"12583","France",17.4,5507,"Oct",40,2010,3,"Sunday"
"9689",9689,504898,"84879","ASSORTED COLOUR BIRD ORNAMENT",8,2010-04-18,1.69,"16409","United Kingdom",13.52,5675,"Apr",16,2010,18,"Sunday"
"9690",9690,495310,"22329","ROUND CONTAINER SET OF 5 RETROSPOT",12,2010-01-22,1.65,"12531","Germany",19.8,5761,"Jan",4,2010,22,"Friday"
"9691",9691,536542,"85099B","JUMBO BAG RED RETROSPOT",40,2010-12-01,1.95,"16456","United Kingdom",78,5448,"Dec",48,2010,1,"Wednesday"
"9692",9692,528923,"20966","SANDWICH BATH SPONGE",1,2010-10-25,1.25,"14413","United Kingdom",1.25,5485,"Oct",43,2010,25,"Monday"
"9693",9693,538719,"22217","T-LIGHT HOLDER HANGING LACE",48,2010-12-14,1.25,"15602","United Kingdom",60,5435,"Dec",50,2010,14,"Tuesday"
"9694",9694,503852,"15056N","EDWARDIAN PARASOL NATURAL",120,2010-04-08,4.95,"14145","United Kingdom",594,5685,"Apr",14,2010,8,"Thursday"
"9695",9695,507879,"21204","DAISIES  HONEYCOMB GARLAND",1,2010-05-11,1.65,"16805","United Kingdom",1.65,5652,"May",19,2010,11,"Tuesday"
"9696",9696,490017,"47591D","PINK FAIRY CAKE CHILD'S APRON",1,2009-12-03,1.95,"14159","United Kingdom",1.95,5811,"Dec",49,2009,3,"Thursday"
"9697",9697,521568,"22333","RETRO SPOT PARTY BAG + STICKER SET",48,2010-09-07,1.45,"17511","United Kingdom",69.6,5533,"Sep",36,2010,7,"Tuesday"
"9698",9698,580632,"84029G","KNITTED UNION FLAG HOT WATER BOTTLE",2,2011-12-05,4.25,"16360","United Kingdom",8.5,5079,"Dec",49,2011,5,"Monday"
"9699",9699,494264,"21259","VICTORIAN SEWING BOX SMALL",1,2010-01-12,5.95,"17576","United Kingdom",5.95,5771,"Jan",2,2010,12,"Tuesday"
"9700",9700,517754,"22189","CREAM HEART CARD HOLDER",300,2010-08-02,2.3,"18102","United Kingdom",690,5569,"Aug",31,2010,2,"Monday"
"9701",9701,561087,"23293","SET OF 12 FAIRY CAKE BAKING CASES",24,2011-07-25,0.83,"15144","United Kingdom",19.92,5212,"Jul",30,2011,25,"Monday"
"9702",9702,522111,"84970L","SINGLE HEART ZINC T-LIGHT HOLDER",12,2010-09-12,0.95,"14243","United Kingdom",11.4,5528,"Sep",37,2010,12,"Sunday"
"9703",9703,572320,"22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",12,2011-10-24,2.95,"16325","United Kingdom",35.4,5121,"Oct",43,2011,24,"Monday"
"9704",9704,563617,"22712","CARD DOLLY GIRL",12,2011-08-18,0.42,"15301","United Kingdom",5.04,5188,"Aug",33,2011,18,"Thursday"
"9705",9705,519864,"22557","PLASTERS IN TIN VINTAGE PAISLEY",1,2010-08-20,1.65,"16401","United Kingdom",1.65,5551,"Aug",34,2010,20,"Friday"
"9706",9706,551810,"85132C","CHARLIE AND LOLA FIGURES TINS",10,2011-05-04,1.95,"15719","United Kingdom",19.5,5294,"May",18,2011,4,"Wednesday"
"9707",9707,499473,"22136","LOVE HEART SOCK HANGER",1,2010-02-28,1.65,"16950","United Kingdom",1.65,5724,"Feb",9,2010,28,"Sunday"
"9708",9708,579141,"23084","RABBIT NIGHT LIGHT",7,2011-11-28,2.08,"17019","United Kingdom",14.56,5086,"Nov",48,2011,28,"Monday"
"9709",9709,565430,"22624","IVORY KITCHEN SCALES",2,2011-09-04,8.5,"14335","Germany",17,5171,"Sep",36,2011,4,"Sunday"
"9710",9710,559984,"22345","PARTY PIZZA DISH BLUE POLKADOT",2,2011-07-14,0.85,"16657","United Kingdom",1.7,5223,"Jul",28,2011,14,"Thursday"
"9711",9711,556240,"21989","PACK OF 20 SKULL PAPER NAPKINS",2,2011-06-09,0.85,"18041","United Kingdom",1.7,5258,"Jun",23,2011,9,"Thursday"
"9712",9712,556482,"21242","RED RETROSPOT PLATE",16,2011-06-12,1.69,"17242","United Kingdom",27.04,5255,"Jun",24,2011,12,"Sunday"
"9713",9713,511691,"84763","ZINC FINISH 15CM PLANTER POTS",12,2010-06-09,1.25,"16525","United Kingdom",15,5623,"Jun",23,2010,9,"Wednesday"
"9714",9714,530070,"22451","SILK PURSE BABUSHKA RED",1,2010-11-01,3.35,"16876","United Kingdom",3.35,5478,"Nov",44,2010,1,"Monday"
"9715",9715,556828,"22906","12 MESSAGE CARDS WITH ENVELOPES",3,2011-06-15,1.65,"17284","United Kingdom",4.95,5252,"Jun",24,2011,15,"Wednesday"
"9716",9716,542423,"22635","CHILDS BREAKFAST SET DOLLY GIRL",8,2011-01-28,8.5,"15057","United Kingdom",68,5390,"Jan",4,2011,28,"Friday"
"9717",9717,502488,"85216","ASSORTED CAKES FRIDGE MAGNETS",24,2010-03-25,0.65,"12540","Spain",15.6,5699,"Mar",12,2010,25,"Thursday"
"9718",9718,532671,"22812","PACK 3 BOXES CHRISTMAS PANNETONE",1,2010-11-14,1.95,"16923","United Kingdom",1.95,5465,"Nov",46,2010,14,"Sunday"
"9719",9719,559035,"23444","Next Day Carriage",1,2011-07-05,15,"13695","United Kingdom",15,5232,"Jul",27,2011,5,"Tuesday"
"9720",9720,579991,"23354","6 GIFT TAGS 50'S CHRISTMAS",12,2011-12-01,0.83,"13159","United Kingdom",9.96,5083,"Dec",48,2011,1,"Thursday"
"9721",9721,573511,"21731","RED TOADSTOOL LED NIGHT LIGHT",12,2011-10-31,1.65,"12347","Iceland",19.8,5114,"Oct",44,2011,31,"Monday"
"9722",9722,495158,"84880","WHITE WIRE EGG HOLDER",2,2010-01-21,5.95,"13527","United Kingdom",11.9,5762,"Jan",3,2010,21,"Thursday"
"9723",9723,525928,"22666","RECIPE BOX PANTRY YELLOW DESIGN",2,2010-10-07,2.95,"16072","United Kingdom",5.9,5503,"Oct",40,2010,7,"Thursday"
"9724",9724,523989,"22464","HANGING METAL HEART LANTERN",12,2010-09-26,1.65,"14105","United Kingdom",19.8,5514,"Sep",39,2010,26,"Sunday"
"9725",9725,517958,"85123A","WHITE HANGING HEART T-LIGHT HOLDER",3,2010-08-03,2.95,"13679","United Kingdom",8.85,5568,"Aug",31,2010,3,"Tuesday"
"9726",9726,555347,"22467","GUMBALL COAT RACK",6,2011-06-02,2.55,"14389","United Kingdom",15.3,5265,"Jun",22,2011,2,"Thursday"
"9727",9727,561870,"22244","3 HOOK HANGER MAGIC GARDEN",12,2011-07-31,1.95,"14911","EIRE",23.4,5206,"Jul",31,2011,31,"Sunday"
"9728",9728,546541,"22424","ENAMEL BREAD BIN CREAM",1,2011-03-14,12.75,"14911","EIRE",12.75,5345,"Mar",11,2011,14,"Monday"
"9729",9729,555107,"21110","LARGE CAKE TOWEL PINK SPOTS",6,2011-05-31,6.75,"12594","Italy",40.5,5267,"May",22,2011,31,"Tuesday"
"9730",9730,560697,"85212","MINI PAINTED GARDEN DECORATION",24,2011-07-20,0.29,"14401","United Kingdom",6.96,5217,"Jul",29,2011,20,"Wednesday"
"9731",9731,510180,"85231G","ORANGE SCENTED SET/9 T-LIGHTS",1,2010-05-27,0.85,"17238","United Kingdom",0.85,5636,"May",21,2010,27,"Thursday"
"9732",9732,529153,"22029","SPACEBOY BIRTHDAY CARD",12,2010-10-26,0.42,"15536","United Kingdom",5.04,5484,"Oct",43,2010,26,"Tuesday"
"9733",9733,544931,"22430","ENAMEL WATERING CAN CREAM",4,2011-02-24,4.95,"13501","Switzerland",19.8,5363,"Feb",8,2011,24,"Thursday"
"9734",9734,523644,"22804","CANDLEHOLDER PINK HANGING HEART",2,2010-09-23,2.95,"17841","United Kingdom",5.9,5517,"Sep",38,2010,23,"Thursday"
"9735",9735,577536,"22573","STAR WOODEN CHRISTMAS DECORATION",1,2011-11-20,0.85,"15850","United Kingdom",0.85,5094,"Nov",47,2011,20,"Sunday"
"9736",9736,549556,"22518","CHILDS GARDEN BRUSH BLUE",1,2011-04-10,2.1,"17372","United Kingdom",2.1,5318,"Apr",15,2011,10,"Sunday"
"9737",9737,497947,"20979","36 PENCILS TUBE RED SPOTTY",16,2010-02-15,1.25,"12380","Belgium",20,5737,"Feb",7,2010,15,"Monday"
"9738",9738,533133,"20686","DOLLY MIXTURE CHILDREN'S UMBRELLA",1,2010-11-16,3.25,"15850","United Kingdom",3.25,5463,"Nov",46,2010,16,"Tuesday"
"9739",9739,561896,"22326","ROUND SNACK BOXES SET OF4 WOODLAND",6,2011-07-31,2.95,"15819","United Kingdom",17.7,5206,"Jul",31,2011,31,"Sunday"
"9740",9740,526207,"85114A","BLACK ENCHANTED FOREST PLACEMAT",12,2010-10-10,1.65,"15547","United Kingdom",19.8,5500,"Oct",41,2010,10,"Sunday"
"9741",9741,530288,"22425","ENAMEL COLANDER CREAM",2,2010-11-02,4.95,"14593","United Kingdom",9.9,5477,"Nov",44,2010,2,"Tuesday"
"9742",9742,533148,"22112","CHOCOLATE HOT WATER BOTTLE",3,2010-11-16,4.95,"13624","United Kingdom",14.85,5463,"Nov",46,2010,16,"Tuesday"
"9743",9743,579458,"21231","SWEETHEART CERAMIC TRINKET BOX",1,2011-11-29,1.25,"16549","United Kingdom",1.25,5085,"Nov",48,2011,29,"Tuesday"
"9744",9744,564056,"47566","PARTY BUNTING",3,2011-08-22,4.95,"14387","United Kingdom",14.85,5184,"Aug",34,2011,22,"Monday"
"9745",9745,581449,"23407","SET OF 2 TRAYS HOME SWEET HOME",2,2011-12-08,9.95,"12748","United Kingdom",19.9,5076,"Dec",49,2011,8,"Thursday"
"9746",9746,524942,"21121","SET/10 RED POLKADOT PARTY CANDLES",24,2010-10-01,1.25,"12639","Sweden",30,5509,"Oct",40,2010,1,"Friday"
"9747",9747,511949,"21214","SET OF 72 IVORY PAPER DOILIES",12,2010-06-11,1.45,"14320","United Kingdom",17.4,5621,"Jun",24,2010,11,"Friday"
"9748",9748,523510,"21811","CHRISTMAS HANGING HEART WITH BELL",5,2010-09-22,1.25,"17840","United Kingdom",6.25,5518,"Sep",38,2010,22,"Wednesday"
"9749",9749,504394,"21777","RECIPE BOX WITH METAL HEART",4,2010-04-13,7.95,"14040","United Kingdom",31.8,5680,"Apr",15,2010,13,"Tuesday"
"9750",9750,569396,"21693","SMALL HAMMERED SILVER CANDLEPOT",6,2011-10-03,2.95,"16441","United Kingdom",17.7,5142,"Oct",40,2011,3,"Monday"
"9751",9751,496900,"48187","DOOR MAT NEW ENGLAND",2,2010-02-04,6.75,"17138","United Kingdom",13.5,5748,"Feb",5,2010,4,"Thursday"
"9752",9752,511065,"22623","BOX OF VINTAGE JIGSAW BLOCKS",2,2010-06-06,4.95,"17954","United Kingdom",9.9,5626,"Jun",23,2010,6,"Sunday"
"9753",9753,569556,"22771","CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",12,2011-10-05,1.25,"14936","Channel Islands",15,5140,"Oct",40,2011,5,"Wednesday"
"9754",9754,527095,"22636","CHILDS BREAKFAST SET CIRCUS PARADE",1,2010-10-14,8.5,"17823","United Kingdom",8.5,5496,"Oct",41,2010,14,"Thursday"
"9755",9755,498587,"84375","SET OF 20 KIDS COOKIE CUTTERS",1,2010-02-21,1.95,"15928","United Kingdom",1.95,5731,"Feb",8,2010,21,"Sunday"
"9756",9756,512073,"22383","LUNCH BAG SUKI  DESIGN",10,2010-06-13,1.65,"16945","United Kingdom",16.5,5619,"Jun",24,2010,13,"Sunday"
"9757",9757,576846,"22654","DELUXE SEWING KIT",3,2011-11-16,5.95,"13500","United Kingdom",17.85,5098,"Nov",46,2011,16,"Wednesday"
"9758",9758,518614,"21231","SWEETHEART CERAMIC TRINKET BOX",12,2010-08-10,1.25,"13799","United Kingdom",15,5561,"Aug",32,2010,10,"Tuesday"
"9759",9759,564670,"23251","VINTAGE RED ENAMEL TRIM MUG",12,2011-08-26,1.25,"12683","France",15,5180,"Aug",34,2011,26,"Friday"
"9760",9760,532746,"22501","PICNIC BASKET WICKER LARGE",4,2010-11-14,9.95,"13384","United Kingdom",39.8,5465,"Nov",46,2010,14,"Sunday"
"9761",9761,568168,"22338","STAR DECORATION PAINTED ZINC",8,2011-09-25,0.19,"15799","United Kingdom",1.52,5150,"Sep",39,2011,25,"Sunday"
"9762",9762,559526,"15056N","EDWARDIAN PARASOL NATURAL",1,2011-07-10,5.95,"15756","United Kingdom",5.95,5227,"Jul",28,2011,10,"Sunday"
"9763",9763,574744,"22942","CHRISTMAS LIGHTS 10 SANTAS",6,2011-11-07,8.5,"16612","United Kingdom",51,5107,"Nov",45,2011,7,"Monday"
"9764",9764,572874,"22739","RIBBON REEL CHRISTMAS SOCK BAUBLE",30,2011-10-26,1.65,"13408","United Kingdom",49.5,5119,"Oct",43,2011,26,"Wednesday"
"9765",9765,524003,"21592","RETROSPOT CIGAR BOX MATCHES",1,2010-09-26,1.25,"14649","United Kingdom",1.25,5514,"Sep",39,2010,26,"Sunday"
"9766",9766,502856,"21228","POCKET MIRROR ""GLAMOROUS""",1,2010-03-28,1.25,"14078","United Kingdom",1.25,5696,"Mar",13,2010,28,"Sunday"
"9767",9767,578787,"23485","BOTANICAL GARDENS WALL CLOCK",1,2011-11-25,25,"13589","United Kingdom",25,5089,"Nov",47,2011,25,"Friday"
"9768",9768,519765,"22624","IVORY KITCHEN SCALES",1,2010-08-20,8.5,"17853","United Kingdom",8.5,5551,"Aug",34,2010,20,"Friday"
"9769",9769,553714,"23301","GARDENERS KNEELING PAD KEEP CALM",5,2011-05-18,1.65,"16987","United Kingdom",8.25,5280,"May",20,2011,18,"Wednesday"
"9770",9770,534234,"22297","HEART IVORY TRELLIS SMALL",4,2010-11-22,1.25,"16905","United Kingdom",5,5457,"Nov",47,2010,22,"Monday"
"9771",9771,535334,"22794","SWEETHEART WIRE MAGAZINE RACK",1,2010-11-25,7.95,"15961","United Kingdom",7.95,5454,"Nov",47,2010,25,"Thursday"
"9772",9772,510195,"21210","SET OF 72 RETRO SPOT PAPER  DOILIES",1,2010-05-27,1.45,"13230","United Kingdom",1.45,5636,"May",21,2010,27,"Thursday"
"9773",9773,539307,"84819","DANISH ROSE ROUND SEWING BOX",32,2010-12-16,0.85,"13694","United Kingdom",27.2,5433,"Dec",50,2010,16,"Thursday"
"9774",9774,511546,"21212","PACK OF 72 RETRO SPOT CAKE CASES",24,2010-06-09,0.55,"13296","United Kingdom",13.2,5623,"Jun",23,2010,9,"Wednesday"
"9775",9775,548648,"84755","COLOUR GLASS T-LIGHT HOLDER HANGING",32,2011-04-01,0.65,"12949","United Kingdom",20.8,5327,"Apr",13,2011,1,"Friday"
"9776",9776,518857,"21622","VINTAGE UNION JACK CUSHION COVER",1,2010-08-12,4.95,"15719","United Kingdom",4.95,5559,"Aug",32,2010,12,"Thursday"
"9777",9777,520989,"82494L","WOODEN FRAME ANTIQUE WHITE",24,2010-09-01,2.55,"13089","United Kingdom",61.2,5539,"Sep",35,2010,1,"Wednesday"
"9778",9778,527246,"22654","DELUXE SEWING KIT",2,2010-10-15,5.95,"15967","United Kingdom",11.9,5495,"Oct",42,2010,15,"Friday"
"9779",9779,566477,"23013","GLASS APOTHECARY BOTTLE TONIC",4,2011-09-13,3.95,"14359","United Kingdom",15.8,5162,"Sep",37,2011,13,"Tuesday"
"9780",9780,536667,"22579","WOODEN TREE CHRISTMAS SCANDINAVIAN",24,2010-12-02,0.85,"15260","United Kingdom",20.4,5447,"Dec",48,2010,2,"Thursday"
"9781",9781,490163,"21935","SUKI  SHOULDER BAG",5,2009-12-04,1.65,"14723","United Kingdom",8.25,5810,"Dec",49,2009,4,"Friday"
"9782",9782,533476,"22117","METAL SIGN HER DINNER IS SERVED",2,2010-11-17,2.95,"16770","United Kingdom",5.9,5462,"Nov",46,2010,17,"Wednesday"
"9783",9783,504830,"21068","VINTAGE BILLBOARD LOVE/HATE MUG",6,2010-04-16,1.25,"14988","United Kingdom",7.5,5677,"Apr",16,2010,16,"Friday"
"9784",9784,558562,"20727","LUNCH BAG  BLACK SKULL.",20,2011-06-30,1.65,"16401","United Kingdom",33,5237,"Jun",26,2011,30,"Thursday"
"9785",9785,524530,"21609","SET 12 LAVENDER  BOTANICAL T-LIGHTS",6,2010-09-29,2.95,"17096","United Kingdom",17.7,5511,"Sep",39,2010,29,"Wednesday"
